Id,Id_linea,Nombre,Descripcion,Imagen,Brochure,Vademecum,Video,Params_dist,Proteina,Grasa,Humedad,Fibra,Ceniza,Eln,Orden,Keyword,Target
215,28,Minino Dúo®,"Delicioso y nutritivo, único alimento para mininos en México con dos sabores empacados individualmente: carne en su jugo y pescado a las finas hierbas. Variedad superior para mininos superiores.",Content/img/gato/minino-duo.png,,,,,31        ,10        ,11        ,4         ,NULL,NULL,4,NULL,NULL
217,30,Minino Plus®,Alimento de calidad profesional que otorga nutrición completa y balanceada a tu minino cuya fórmula está basada en los estándares del exclusivo sistema de beneficios Vital 5® enfocado al cuidado de sus cinco órganos vitales. Nutrición superior para mininos superiores®.,Content/img/gato/minino-plus.png,,,,,32        ,11        ,11        ,4         ,NULL,NULL,2,NULL,NULL
218,73,Ganaleche Multiusos,Alimento para altas y medianas productoras.,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=22,,,,16        ,2         ,12        ,15        ,13        ,42        ,44,NULL,NULL
219,73,Lechero Campero,Alimento para Lechero Campero,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=13,,,,16        ,3         ,12        ,12        ,12        ,45        ,45,NULL,NULL
220,73,Establero 18%,Alimento para vacas lecheras en producción alimentadas con esquilmos agrícolas.,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=14,,,,18        ,2         ,12        ,13        ,13        ,42        ,46,NULL,NULL
221,73,Establero 20%,Alimento para vacas lecheras en producción alimentadas con esquilmos agrícolas.,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=16,,,,20        ,2         ,12        ,13        ,13        ,40        ,47,NULL,NULL
222,73,Lechero 21%,Alimento para altas productoras con semilla de algodón que favorece la producción de leche.,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=19,,,,21        ,2         ,12        ,10        ,10        ,45        ,48,NULL,NULL
223,73,Suplemento Energético,Producto con alta energía para mezclar con forraje de buena calidad.,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=21,,,,13        ,4         ,12        ,6         ,8         ,57        ,49,NULL,NULL
224,73,Alimento Vacas Lecheras 17%,Alimento para altas y medianas productoras.,Content/img/rumiantes/malta-gana-leche-40.png,https://www.dropbox.com/s/qt38xu9vaax62w5/MANUAL%20GLECHE%2018.06.14.pdf?dl=24,,,,17        ,3         ,12        ,9         ,9         ,50        ,50,NULL,NULL
225,75,Súper Apilac Ultra 1,Preiniciador medicado para lechones de 22 a 35 días de edad,Content/img/cerdo/super-apilac-ultra-1-25.png,,Content/brochure/Ficha_Apilac.png,,,21        ,6         ,12        ,2.5       ,6.5       ,52        ,87,NULL,NULL
226,75,Súper Apilac Ultra 2,Preiniciador medicado para lechones de 36 a 49 días de edad,Content/img/cerdo/super-apilac-ultra-2-25.png,,Content/brochure/Ficha_Apilac.png,,,19.5      ,5.5       ,12        ,3         ,6.5       ,53.5      ,88,NULL,NULL
227,75,Súper Apilac 3,Preiniciador medicado para lechones de 50 a 70 días de edad,Content/img/cerdo/super-apilac-ultra-3-25.png,,Content/brochure/Ficha_Apilac.png,,,18        ,5         ,12        ,3.5       ,7         ,54.5      ,89,NULL,NULL
228,76,Iniciapork Mejorado,Iniciador para cerdos hasta los 35 Kg.,Content/img/cerdo/malta-superpork-40.png,,Content/brochure/PORK.jpg,,,17.5      ,2.5       ,12        ,5         ,9         ,54        ,96,NULL,MVZ|PROD|DIST
229,76,Crecipork Mejorado,Alimento para cerdos en fase de crecimiento de los 35 hasta los 70 Kg. de peso,Content/img/cerdo/malta-superpork-40.png,,Content/brochure/PORK.jpg,,,15.5      ,2.5       ,12        ,7         ,9         ,54        ,97,NULL,MVZ|PROD|DIST
230,76,Engordapork Mejorado,Alimento para cerdos en fase de engorda de los 70 Kg. hasta su salida al mercado,Content/img/cerdo/malta-superpork-40.png,,Content/brochure/PORK.jpg,,,13.5      ,2.5       ,12        ,8         ,9         ,55        ,98,NULL,MVZ|PROD|DIST
231,76,Reprodupork Mejorado,"Alimento para cerdas gestantes, en lactancia o sementales",Content/img/cerdo/malta-superpork-40.png,,Content/brochure/PORK.jpg,,,14.5      ,2.5       ,12        ,8         ,10        ,53        ,99,NULL,MVZ|PROD|DIST
232,76,Concentrapork Mejorado,Concentrado para cerdos en desarrollo de los 35 Kg hasta su peso de mercado,Content/img/cerdo/malta-superpork-40.png,,Content/brochure/PORK.jpg,,,36        ,2         ,12        ,10        ,25        ,15        ,100,NULL,MVZ|PROD|DIST
233,74,Crecipork Mejorado,Alimento para cerdos en fase de crecimiento de los 35 hasta los 70 Kg. de peso,Content/img/cerdo/malta-superpork-40.png,,Content/brochure/PORK.jpg,,,15.5      ,2.5       ,12        ,7         ,9         ,54        ,83,NULL,NULL
234,77,Super-Baby Plus Te,Alimento para aves de postura desde el 1er dia hasta la semana 6 de edad,Content/img/pollo/malta-super-baby-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,21        ,3         ,12        ,4         ,8         ,52        ,1,NULL,NULL
235,78,Pollorina No. 1 Plus Te,Alimento para aves de postura de la semana 7 a la 10 de edad,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,18        ,3         ,12        ,7         ,8         ,52        ,1,NULL,NULL
236,78,Pollorina No. 2 Plus Te,Alimento para aves de postura de la semana 11 a la 13 de edad,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,16        ,3         ,12        ,7         ,10        ,52        ,2,NULL,NULL
237,78,Pollorina Prepostura,Alimento para aves de postura de la semana 14 a la 16 de edad,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,15        ,2.5       ,12        ,3.5       ,11        ,56        ,3,NULL,NULL
238,0,Pollorina Fase I,Alimento para aves de postura de la semana 17 a la 36 de edad,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,18        ,5         ,12        ,4         ,15        ,46        ,4,NULL,NULL
239,78,Pollorina Fase II,Alimento para aves de postura de la semana 37 a la 60 de edad,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,17.5      ,4         ,12        ,3.5       ,14        ,49        ,5,NULL,NULL
240,78,Pollorina Fase III,Alimento para aves de postura de la semana 61 a la 103 de edad,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,17        ,5         ,12        ,3.5       ,14        ,48.5      ,6,NULL,NULL
241,78,Pollorina Pelecha Completo,Alimento para aves de postura de 2o ciclo,Content/img/pollo/malta-pollorina-plus-40.png,Content/brochure/MANUAL_AVES_MALTA_1_23.pdf,Content/brochure/MANUAL_AVES_MALTA_24_56.pdf,,,16        ,3.5       ,12        ,3.5       ,15.5      ,49.5      ,7,NULL,NULL
242,79,Caporina Iniciador,Alimento para pollo de engorda desde el día 0 al 14 de edad,Content/img/pollo/apiaba-caporina-premium-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,22        ,3.5       ,12        ,3         ,7         ,52.5      ,1,NULL,NULL
243,79,Caporina Crecimiento,Alimento para pollo de engorda desde el día 15 al 28 de edad,Content/img/pollo/apiaba-caporina-premium-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,19        ,3.5       ,12        ,3         ,7         ,55.5      ,2,NULL,NULL
244,79,Caporina Finalizador ,Alimento para pollo de engorda desde el día 29 al 42 o su salida al mercado,Content/img/pollo/apiaba-caporina-premium-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,19        ,3.5       ,12        ,3         ,7         ,55.5      ,3,NULL,NULL
245,0,Pollito Especial,Alimento para Pollitos de Engorda de 1 a 21 días de edad especial para traspatio y venta por kileo,Content/img/pollo/apiaba-pollo-oro-balance-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,19        ,4         ,12        ,6         ,8         ,51        ,1,NULL,NULL
246,80,Pollito Oro,Alimento para pollitos de engorda desde el día 1o. al 21 de edad,Content/img/pollo/apiaba-pollo-oro-balance-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,21        ,3.5       ,12        ,3         ,7         ,53.5      ,2,NULL,MVZ|PROD|DIST
247,0,Pollo Especial,Alimento para pollos de engorda de 22 días en adelante	especial para traspatio y venta por kileo,Content/img/pollo/apiaba-pollo-oro-balance-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,17        ,4         ,12        ,6         ,8         ,53        ,3,NULL,NULL
248,80,Pollo Oro,Alimento para pollo de engorda desde el día 21 de edad hasta su salida al mercado,Content/img/pollo/apiaba-pollo-oro-balance-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,18        ,4.5       ,12        ,3         ,7         ,55.5      ,4,NULL,MVZ|PROD|DIST
249,80,Pollo Oro Deposito,Alimento para pollo de engorda recomendado para los últimos 2 días antes de su salida al mercado,Content/img/pollo/apiaba-pollo-oro-balance-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,,,10        ,3.5       ,12        ,4         ,10        ,60.5      ,5,NULL,MVZ|PROD|DIST
250,81,Cortador," El mejor alimento para aves de combate en la etapa de cuida. Innovación en su fórmula, ingredientes y proceso de elaboración que permiten al gallo mostrar al máximo todas su cualidades y potencial genético. ",Content/img/gallos/gallo-de-oro-cortador-25.png,,,,,18        ,3         ,12        ,4         ,3         ,60        ,1,NULL,NULL
251,82,Minino Yum®,"Doblemente delicioso, con sabor a camarón y pescado como parte de una fórmula completa y balanceada para consentir y cuidar a tu minino. Sorpresa de sabor para mininos curiosos.",Content/img/gato/minino-yum.png,,,,,31        ,10        ,11        ,4         ,NULL,NULL,5,NULL,NULL
252,53,Inicia Corderos,Alimento para corderos a partir de la 1era semana de vida hasta el destete.,Content/img/rumiantes/malta-ovinos-ganador-40.png,,,,,18        ,3         ,12        ,4         ,7         ,56        ,1,NULL,NULL
253,84,Jovis Rico,Iniciador de alta tecnologia para becerras en etapa de lactancia,Content/img/rumiantes/evialis-40.png,Content/brochure/triptico_evialis_oficio.pdf,Content/brochure/JOVIS_RICO.pdf,,,15        ,2.5       ,NULL,22        ,NULL,NULL,2,NULL,NULL
254,84,Jovis Temprano,Iniciador de alta tecnologia para becerras en etapa de lactancia.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/JOVIS_TEMPRANO.pdf,,,18        ,2.5       ,NULL,10        ,NULL,NULL,3,NULL,NULL
255,84,Jovis Crecimiento,Alimento para la segunda etapa de las becerras.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/JOVIS_CRECIMIENTO.pdf,,,22        ,2         ,NULL,15        ,NULL,NULL,4,NULL,NULL
256,84,Jovis Mix,Alimento para mezclar con grano y elaborar dietas de segunda etapa para las becerras,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/JOVIS_MIX.pdf,,,28        ,2         ,NULL,13        ,NULL,NULL,5,NULL,NULL
257,84,Azolis Bypass,Producto especialmente disenado para aportar proteina de sobrepaso para vacas de alta produccion.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/AZOLIS_BYPASS.pdf,,,39        ,2         ,NULL,7         ,NULL,NULL,6,NULL,NULL
258,84,Azolis Nucleo,Concentrado proteico que aporta nitrogeno soluble a la dieta de las vacas,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/AZOLIS_NUCLEO.pdf,,,45        ,2         ,NULL,7         ,NULL,NULL,7,NULL,NULL
259,84,Nutris Seca,Alimento formulado para satisfecer las necesidades de las vacas en el periodo seco.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/NUTRIS_SECA.pdf,,,16        ,3         ,NULL,8         ,NULL,NULL,8,NULL,NULL
260,84,Nutris Reprolact,Alimento especialmente formulado para las necesidades de las vacas en el primer tercio de lactancia.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/NUTRIS_REPROLACT.pdf,,,23        ,4.5       ,NULL,9         ,NULL,NULL,9,NULL,NULL
261,84,Nutris Alto,Alimento especialmente disenado para las vacas de alta produccion.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/NUTRIS_ALTO.pdf,,,25        ,3.5       ,NULL,15        ,NULL,NULL,10,NULL,NULL
262,84,Enerlis Optimo,Alimento formulado para vacas en produccion recibiendo forrajes de buena calidad.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_OPTIMO.pdf,,,17        ,3         ,NULL,10        ,NULL,NULL,11,NULL,NULL
263,84,Enerlis Classico,Alimento formulado para vacas en produccion recibiendo forrajes de buena calidad.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_CLASICO.pdf,,,19        ,3.5       ,NULL,13        ,NULL,NULL,12,NULL,NULL
264,84,Enerlis Leche,Alimento formulado para vacas de buen potencial genetico.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_LECHE.pdf,,,18        ,3.5       ,NULL,8         ,NULL,NULL,13,NULL,NULL
265,84,Enerlis Seguro,Alimento especialmente disenado para dieta con alto nicel de carbohidratos fermentables.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_SEGURO.pdf,,,18        ,4         ,NULL,13        ,NULL,NULL,14,NULL,NULL
266,84,Enerlis Super,Alimento especialmente disenado para dieta con alto nicel de carbohidratos fermentables.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_SUPER.pdf,,,20        ,2.5       ,NULL,14        ,NULL,NULL,15,NULL,NULL
267,84,Enerlis Desempeño,Alimento disenado para alcanzar alto niveles de produccion con total seguridad.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_DESEMPENO.pdf,,,20        ,3         ,NULL,7         ,NULL,NULL,16,NULL,NULL
268,84,Enerlis Royal,Alimento especialmente disenado para vacas de alta genetica y produccion.,Content/img/rumiantes/evialis-40.png,Content/brochure/MANUAL_GLECHE_180614.pdf,Content/brochure/ENERLIS_ROYAL.pdf,,,24        ,3.5       ,NULL,11        ,NULL,NULL,17,NULL,NULL
269,85,Master Can®,Alimento para perros adultos de todas las razas,Content/img/perro/master-can-25.png,,,https://www.youtube.com/user/Ganadorcroquetas,,16        ,6         ,12        ,6         ,NULL,NULL,10,NULL,NULL
270,51,Cerdipower Iniciación,Alimento iniciador hasta los 35 Kg. de peso,Content/img/cerdo/malta-cerdipower-40.png,,Content/brochure/Carnerina.pdf,,,18        ,4         ,12        ,4         ,8         ,54        ,74,NULL,NULL
271,86,"Alimento Zoea, Mysis, PL 50 & PL 300","BioSpheres es una gama completa de alimentos para criaderos de camarón desde Zoea hasta PL. La gama comprende 4 diferentes alimentos, cada uno formulado exclusiva e independientemente para la etapa del camarón a la cual está dirigida. BioSpheres es un concepto global único para las crías de larvas de camarón ofreciendo lo último en tecnología para los criaderos de camarón más modernos.",Content/img/acuacultura/biospheres.png,Content/brochure/ficha_tec_biospheres.pdf,Content/brochure/ficha_tec_biospheres.pdf,,,55        ,12        ,8         ,2         ,15        ,NULL,1,NULL,NULL
272,53,Concentrado Engorda,Alimento concentrado para borregos en engorda y borregas de cría.,Content/img/rumiantes/malta-ovinos-ganador-40.png,,,,,40        ,2         ,12        ,12        ,16        ,18        ,3,NULL,NULL
273,101,Concentrado Engorda,Alimento concentrado para borregos en engorda y borregas de cría.,Content/img/rumiantes/apiaba-ovinos-ganador-40.png,,,,,40        ,2         ,12        ,12        ,16        ,18        ,3,NULL,NULL
274,87,MPEX,MP4X es una excelente dieta que proporciona el mejor crecimiento y supervivencia a través de todo el período de crecimiento.,Content/img/acuacultura/mpex.png,Content/brochure/ficha_tec_mpex.pdf,Content/brochure/ficha_tec_mpex.pdf,,,55        ,10        ,8         ,1.5       ,14        ,NULL,1,NULL,MVZ|PROD|DIST
275,88,Royal Oyster,"Esta dieta de maduración es una dieta complementaria a los alimentos frescos utilizados normalmente en la maduración del camarón, tales como calamares, biomasa de artemia o poliquetos.",Content/img/acuacultura/royal-oyster.png,Content/brochure/ficha_tec_royal_oyster.pdf,Content/brochure/ficha_tec_royal_oyster.pdf,,,50        ,15        ,8         ,2         ,13        ,NULL,1,NULL,MVZ|PROD|DIST
276,89,Royal Pepper Protein,"Royal Pepper Protein esta dirigido a las etapas difíciles tales como zoea, mysis, transición de PL, síndrome de zoea y estrés post larvario",Content/img/acuacultura/royal-pepper-protein.png,Content/brochure/ficha_tec_royal_pepper_protein.pdf,Content/brochure/ficha_tec_royal_pepper_protein.pdf,,,50        ,15        ,8         ,2         ,13        ,NULL,1,NULL,MVZ|PROD|DIST
277,33,Entrenamiento / Balance,Alimento de calidad superior (premium) para el periodo de entrenamiento de las aves de combate.,Content/img/gallos/gallo-de-oro-5.png,,,,,12        ,3         ,12        ,5         ,3         ,65        ,10,NULL,NULL
278,99,Grano de Oro®,Alimento diseñado para caballos de paseo y trabajo con un nivel de actividad moderada.,Content/img/caballo/grano-de-oro-40.png,,,,,10        ,3         ,12        ,5         ,5         ,65        ,4,NULL,NULL
279,92,Biofingerling crías harina,Alimento recomendado para la fase de alevinaje. Se utiliza desde que las tilapias pesan de 0-5 g.,Content/img/acuacultura/bio-fingerling-10.png,,,,,45        ,16        ,11        ,2.5       ,12        ,13.5      ,1,NULL,NULL
280,92,Biofingerling Desarrollo 1.5,Alimento recomendado para la fase de alevinaje. Se utiliza desde que las tilapias pesan de 5-20 g.,Content/img/acuacultura/bio-fingerling-10.png,,,,,45        ,16        ,11        ,2.5       ,12        ,13.5      ,2,NULL,NULL
281,92,Biofingerling  Desarrollo 2.5,Alimento recomendado para la fase de alevinaje. Se utiliza desde que las tilapias pesan de 20-50 g.,Content/img/acuacultura/bio-fingerling-10.png,,,,,45        ,16        ,11        ,2.5       ,12        ,13.5      ,3,NULL,NULL
282,93,Royal Caviar,"Royal Caviar es una dieta verdaderamente excepcional para larvas de camarón. Formulado y producido para imitar las características básicas del alimento vivo, puede reemplazar completamente el alimento vivo e incrementar la utilidad y desempeño de los criaderos de camarón. Está formulado con krill congelado y picado (Euphausia superba) como ingrediente principal. ",Content/img/acuacultura/caviar-cubeta.png,Content/brochure/ficha_royal_caviar_bernaqua.pdf,Content/brochure/ficha_royal_caviar_bernaqua.pdf,,,55        ,15        ,8         ,NULL,15        ,NULL,1,NULL,NULL
283,94,Royal Seafood,"Royal Seafood es una dieta de alta calidad para camarones, elaborada especialmente para estadios de post-larva. Royal Seafood es una excelente fórmula alimenticia que provee el mejor crecimiento y sobrevivencia a través de todo el periodo de crecimiento. Royal Seafood mantiene una perfecta calidad del agua y es altamente palatable. Royal Seafood es producido por una técnica de extrusión fría. El producto es procesado para lograr migajas a tamaños adecuados.",Content/img/acuacultura/royal-seafood.png,Content/brochure/ficha_royal_seafood.pdf,Content/brochure/ficha_royal_seafood.pdf,,,54        ,8         ,8         ,NULL,12        ,NULL,1,NULL,NULL
284,95,Vitellus Quistes de Artemia,"Vitellus está compuesto exclusivamente de quistes de Artemia, los quistes han sido abiertos y extraido su contenido (al contenido de los quistes puede llamarse el vitellus del huevecillo). El vitellus extraído es procesado con la más moderna técnica que garantiza preservar totalmente la cualidad nutricional única del quiste de Artemia. Vitellus es el alimento natural perfecto para larvas y post-larvas de camarón, ofreciendo lo mejor de la naturaleza con menos trabajo y menores pérdidas",Content/img/acuacultura/vitellus-cubeta.png,Content/brochure/ficha_vitellus_bernacua.pdf,Content/brochure/ficha_vitellus_bernacua.pdf,,,50        ,14        ,8         ,3.5       ,10        ,NULL,1,NULL,NULL
285,96,MeM Camarón,"MeM es un alimento para larvas de camarón cultivadas en condiciones intensivas, donde la nutrición y la calidad de agua son dos parámetros muy importantes. MeM es un alimento que ha sido producido por un proceso de micro extrusión seguido por marumerización. El objetivo que se persigue con esta innovadora tecnología es asegurar una completa estabilidad en el agua de los nutrientes solubles e insolubles del alimento, evitando el uso de aglutinantes químicos.",Content/img/acuacultura/mem-cubeta.png,Content/brochure/ficha_tec_mem_camaron_bernaqua.pdf,Content/brochure/ficha_tec_mem_camaron_bernaqua.pdf,,,56        ,14        ,8         ,NULL,15        ,15        ,1,NULL,NULL
286,97,Multi Aves,Alimento completo para todas las etapas del ciclo de postura,Content/img/pollo/malta-pone-oro-40.png,Content/brochure/MANUAL_AVES_APIABA_1_23.pdf,Content/brochure/MANUAL_AVES_APIABA_24_56.pdf,,,10        ,2.5       ,12        ,5         ,16        ,54.5      ,NULL,NULL,NULL
287,70,Malta Carne,Alimento para engorda y finalización del ganado.,Content/img/rumiantes/apiaba-apicarne-premium-40.png,Content/brochure/MANUAL_GCARNE_12_06_14.pdf,Content/brochure/MANUAL_GCARNE_12_06_14.pdf,,,11        ,2         ,12        ,10        ,10        ,55        ,6,NULL,NULL
288,70,Concentrado engorda 40%,Concentrado proteico para engorda de ganado. Ideal para mezclar con grano.,Content/img/rumiantes/apiaba-apicarne-premium-40.png,Content/brochure/MANUAL_GCARNE_12_06_14.pdf,Content/brochure/MANUAL_GCARNE_12_06_14.pdf,,,40        ,2         ,12        ,12        ,16        ,18        ,NULL,NULL,MVZ|PROD|DIST
289,70,Engorda ganado,Alimento para engorda y finalización del ganado.,Content/img/rumiantes/apiaba-apicarne-premium-40.png,Content/brochure/MANUAL_GCARNE_12_06_14.pdf,Content/brochure/MANUAL_GCARNE_12_06_14.pdf,,,13        ,2         ,12        ,12        ,10        ,51        ,NULL,NULL,MVZ|PROD|DIST
290,100,Becerras Ultra,Alimento preiniciador que favorce el rápido crecimiento del becerro. Recomendado a partir de la semana 3 hasta el destete,Content/img/rumiantes/apiaba-ababe-premium-40.png,https://www.dropbox.com/s/7zmtkagtlpj0b5b/MANUAL%20GCARNE%2012-06-14.pdf?dl=18,NULL,NULL,NULL,18        ,3.0       ,12        ,10        ,7         ,50.0      ,1,NULL,MVZ|PROD|DIST
291,100,Ababe Plus,Alimento de segunda etapa recomendado a partir del destete a los 6 meses de edad.,Content/img/rumiantes/apiaba-ababe-premium-40.png,https://www.dropbox.com/s/7zmtkagtlpj0b5b/MANUAL%20GCARNE%2012-06-14.pdf?dl=19,NULL,NULL,NULL,20        ,2.0       ,12        ,8         ,8         ,50.0      ,2,NULL,MVZ|PROD|DIST
292,100,Abahor Plus,"Alimento para vaquillas de reemplazo, gestantes y secas.",Content/img/rumiantes/apiaba-ababe-premium-40.png,https://www.dropbox.com/s/7zmtkagtlpj0b5b/MANUAL%20GCARNE%2012-06-14.pdf?dl=20,NULL,NULL,NULL,14        ,2.5       ,12        ,11        ,8         ,52.5      ,3,NULL,MVZ|PROD|DIST
293,101,Borregos Forte,Alimento para borregos en etapa de engorda y finalización.,Content/img/rumiantes/apiaba-ovinos-ganador-40.png,NA,,,,15        ,3         ,12        ,7         ,6         ,57        ,1,NULL,MVZ|PROD|DIST
294,101,Borregas Reproductoras,"Alimento para borregas de cría: 30 días antes del empadre, durante el periodo de gestación y lactancia.",Content/img/rumiantes/apiaba-ovinos-ganador-40.png,NA,,,,16        ,3         ,12        ,9         ,10        ,50        ,2,NULL,MVZ|PROD|DIST
295,101,Borrego Ganador®,"Alimento para borregos en el periodo de engorda y finalización, así como para borregas de cría.",Content/img/rumiantes/apiaba-ovinos-ganador-40.png,NA,,,,13        ,2         ,12        ,8         ,10        ,55        ,3,NULL,MVZ|PROD|DIST
296,101,Engorda Borregos,Alimento para borregos a partir del destete hasta su salida al mercado.,Content/img/rumiantes/apiaba-ovinos-ganador-40.png,NA,,,,15        ,3         ,12        ,8         ,7         ,55        ,4,NULL,MVZ|PROD|DIST
297,101,Inicia Corderos,Alimento para corderos a partir de la 1era semana de vida hasta el destete.,Content/img/rumiantes/apiaba-ovinos-ganador-40.png,NULL,,NULL,NULL,18        ,3         ,12        ,4         ,7         ,56        ,NULL,NULL,MVZ|PROD|DIST
298,102,Capri Leche 18%TEC,Alimento con grano rolado para cabras lecheras de alta producción.,Content/img/rumiantes/apiaba-caprinos-ganador-40.png,,,,,18        ,4         ,12        ,8         ,8         ,50        ,1,NULL,MVZ|PROD|DIST
299,102,Capri Leche 18%,Alimento con grano rolado para cabras lecheras en producción.,Content/img/rumiantes/apiaba-caprinos-ganador-40.png,,,,,18        ,3         ,12        ,8         ,8         ,51        ,2,NULL,MVZ|PROD|DIST
300,102,Capri Crecimiento,"Alimento balanceado para crecimiento, desarrollo y mantenimineto de cabras.",Content/img/rumiantes/apiaba-caprinos-ganador-40.png,,,,,16        ,2.5       ,12        ,10        ,9         ,50.5      ,3,NULL,MVZ|PROD|DIST
301,102,Capri Inicio Ultra,Alimento balanceado para la etapa de iniciación de las cabras.,Content/img/rumiantes/apiaba-caprinos-ganador-40.png,,,,,18        ,4         ,12        ,4         ,9         ,53        ,4,NULL,MVZ|PROD|DIST
302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8         ,NULL,NULL,NULL,MVZ|PROD|DIST
303,103,Pavo Iniciación ,Alimento de Iniciaición con 22% de proteína: Desde el nacimiento las 5 semanas,Content/img/pavo/pavo-ganador-5.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,22        ,2.5       ,12        ,5         ,9         ,49.5      ,NULL,NULL,MVZ|PROD|DIST
304,103,Pavo Desarrollo ,Alimento para el crecimiento y desarrollo con 18% de proteína: Desde la semana 6 a la semana 10,Content/img/pavo/pavo-ganador-5.png,,Content/brochure/PLAN_DE_ALIMENTACION_CARTA_PAVOS_API_ABA_JPG.jpg,,,18        ,2.5       ,12        ,7         ,9         ,51.5      ,NULL,NULL,MVZ|PROD|DIST
